2024-04-03 11:20:11,03/04/2024 11:22:03,RRBLANK,27073805,%P%1000HW7Z,565.3,100.0,gold,concentration,0.002,0.006,0.0,0.005,PhotonAssay Self-Certified PAAU02,inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 11:17:55,03/04/2024 11:19:46,RROREAS 237,27073832,%P%01CRM34Q,493.5,100.0,gold,concentration,2.22,0.074,2.21,0.084,PhotonAssay Self-Certified PAAU02,1.005,0.038,OREAS,237,Result OK,PAAU02,2024-04-03-08:35:12,0.1657499999999999,Active
2024-04-03 11:04:03,03/04/2024 11:05:54,RRBLANK,27073832,%P%1000HWB8,548.3,100.0,gold,concentration,0.0,0.006,0.0,0.005,PhotonAssay Self-Certified PAAU02,inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 10:42:36,03/04/2024 10:44:33,RRG319-9,27073804,%P%01CRM3TF,535.36,100.0,gold,concentration,98.243,1.654,100.0,2.5,PhotonAssay Self-Certified PAAU02,0.982,0.025,GEOSTATS,G319-9,Result OK,PAAU02,2024-04-03-08:35:12,4.0,Active
2024-04-03 10:20:02,03/04/2024 10:21:59,RROREAS 237,27073804,%P%01CRM33T,490.77,99.98,gold,concentration,2.171,0.073,2.21,0.084,PhotonAssay Self-Certified PAAU02,0.982,0.038,OREAS,237,Result OK,PAAU02,2024-04-03-08:35:12,0.1657499999999999,Active
2024-04-03 09:13:15,03/04/2024 09:15:10,RRBLANK,27073804,%P%1000HW8D,570.5,100.0,gold,concentration,-0.003,0.004,0.0,0.005,PhotonAssay Self-Certified PAAU02,-inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 09:10:26,03/04/2024 09:12:20,RROREAS 264,27047389,%P%01CRM1XS,382.5,99.69,gold,concentration,0.3,0.031,0.309,0.032,PhotonAssay PAAU02,0.972,0.104,OREAS,264,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Passive
2024-04-03 09:08:11,03/04/2024 09:09:57,RROREAS 229B,27047389,%P%01CRM33F,430.73,100.0,gold,concentration,11.808,0.24,11.95,0.3,PhotonAssay Self-Certified PAAU02,0.988,0.025,OREAS,229b,Result OK,PAAU02,2024-04-03-08:35:12,0.478,Active
2024-04-03 09:07:43,03/04/2024 09:09:33,RRBLANK,27047389,%P%1000HW9P,553.3,100.0,gold,concentration,0.01,0.006,0.0,0.005,PhotonAssay Self-Certified PAAU02,inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 09:05:55,03/04/2024 09:08:00,OREAS524,20240403.01_AD_HOC_AU,%P%01CRM1XQ,493.3,100.0,gold,concentration,1.614,0.086,1.54,0.046,fire-assay,1.048,0.03,OREAS,524,Result OK,PAAU02,2024-04-03-08:35:12,0.1155,Non-monitoring
2024-04-03 09:05:25,03/04/2024 09:07:35,OREAS523,20240403.01_AD_HOC_AU,%P%01CRM1XP,475.3,100.0,gold,concentration,0.921,0.075,1.04,0.027,fire-assay,0.886,0.026,OREAS,523,Result OK,PAAU02,2024-04-03-08:35:12,0.078,Non-monitoring
2024-04-03 09:02:43,03/04/2024 09:04:42,OREAS521,20240403.01_AD_HOC_AU,%P%01CRM3C1,522.14,100.0,gold,concentration,0.338,0.05,0.376,0.019,fire-assay,0.9,0.051,OREAS,521,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Non-monitoring
2024-04-03 09:02:15,03/04/2024 09:04:17,OREAS522,20240403.01_AD_HOC_AU,%P%01CRM3E7,541.53,100.0,gold,concentration,0.583,0.061,0.574,0.018,fire-assay,1.015,0.031,OREAS,522,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Non-monitoring
2024-04-03 09:00:25,03/04/2024 09:02:16,OREAS502C,20240403.01_AD_HOC_AU,%P%01CRM335,517.48,100.0,gold,concentration,0.468,0.035,0.488,0.015,fire-assay,0.958,0.031,OREAS,502c,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Non-monitoring
2024-04-03 08:59:59,03/04/2024 09:01:46,OREAS62F,20240403.01_AD_HOC_AU,%P%01CRM334,487.73,100.0,gold,concentration,9.803,0.199,9.71,0.239,fire-assay,1.01,0.025,OREAS,62f,Result OK,PAAU02,2024-04-03-08:35:12,0.7282500000000001,Non-monitoring
2024-04-03 08:59:32,03/04/2024 09:01:18,OREAS501C,20240403.01_AD_HOC_AU,%P%01CRM3C2,478.58,99.84,gold,concentration,0.196,0.029,0.221,0.007,fire-assay,0.887,0.032,OREAS,501c,Result OK,PAAU02,2024-04-03-08:35:12,0.05,Non-monitoring
